Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate3  15uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.036550,0.038055,0.017587,0.016809,0.022611,0.030544,0.025815,0.014300,
B SEM,0.009753,0.011861,0.003328,0.005774,0.008275,0.009285,0.014533,0.003191,
B Replicates,0.015430,0.000000,0.014773,NaN,0.011785,0.010681,0.086281,0.017252,
,0.021362,0.000000,0.005893,0.044320,0.005893,0.006299,NaN,0.000000,
,0.059761,0.031706,0.040581,0.039841,0.017678,0.013113,0.000000,0.000000,
,0.026352,0.044488,0.012400,0.014773,0.055456,0.013608,0.000000,0.013113,
,0.032657,0.147465,0.021822,0.000000,0.000000,0.007715,0.000000,0.015430,
,0.015430,0.020972,0.034431,0.000000,0.028172,0.005893,0.000000,0.005893,
,0.012400,0.038768,0.007715,0.011785,0.017252,0.010681,0.000000,0.019920,
,0.083065,0.031810,0.015269,0.005893,0.007715,0.055946,0.008626,0.016517,
,0.031418,0.084251,0.023465,0.051946,0.021708,0.076506,0.000000,0.041726,
,0.117155,0.019796,0.019920,0.000000,0.099777,0.090851,0.016517,0.015269,
,0.000000,0.012599,0.014773,0.007715,0.005893,0.007715,0.149071,0.018767,
,0.023570,0.024801,0.000000,0.008626,0.000000,0.067517,0.023465,0.007715,


    IBI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.352808,1.773638,0.951298,0.619076,1.113902,1.145357,0.924065,0.982543,
B SEM,0.264174,0.181071,0.166517,0.071040,0.196843,0.180042,0.109449,0.205412,
B Replicates,0.609446,0.980192,0.885132,NaN,0.799945,1.502592,0.857678,0.434803,
,0.492493,1.890561,0.288562,0.523938,0.149993,0.974341,NaN,0.118304,
,2.514969,2.128940,0.619908,0.703532,0.723429,0.728177,1.243782,1.245038,
,1.128434,2.206032,0.356119,0.618365,1.167649,0.702670,1.116866,0.797609,
,0.731289,1.898879,1.242721,0.157916,1.065319,0.296779,0.846368,1.379303,
,1.654915,2.050873,0.591952,0.654626,2.371985,2.215232,0.718819,1.738045,
,2.412522,2.240982,0.639323,0.644722,0.446052,1.306798,1.119928,1.350931,
,1.962019,2.621705,0.900826,0.781485,2.039550,1.390175,1.747034,0.504655,
,2.882657,1.203484,2.253566,0.833506,1.469796,1.853798,0.539766,0.280101,
,1.122491,2.136177,1.792167,0.362040,1.817191,1.780716,0.798744,2.557077,
,0.055732,0.428984,1.052785,0.910626,0.600816,0.332746,0.486262,0.387168,
,0.666725,1.496842,0.792509,NaN,0.715097,0.660260,0.689470,0.997483,


    IBI Coefficient of Variation - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.213784,0.212463,0.159678,0.073771,0.138653,0.163323,0.078104,0.126946,
B SEM,0.040010,0.038785,0.031809,0.024013,0.043323,0.041603,0.034512,0.024879,
B Replicates,0.152747,0.000439,0.079832,NaN,0.015007,0.105627,0.327099,0.039456,
,0.082322,0.001261,0.229416,0.200858,0.000000,0.085028,NaN,0.000091,
,0.540048,0.184614,0.209570,0.206217,0.125188,0.000000,0.000231,0.000379,
,0.237743,0.351551,0.376700,0.065020,0.319241,0.000000,0.006229,0.195973,
,0.149308,0.310291,0.097981,0.000232,0.000216,0.226351,0.002374,0.094517,
,0.168613,0.253417,0.132326,0.001341,0.320062,0.072095,0.000404,0.080976,
,0.106574,0.277332,0.289018,0.060527,0.209876,0.054740,0.004456,0.183416,
,0.300489,0.250521,0.066168,0.037003,0.076167,0.359209,0.136254,0.143514,
,0.256471,0.459762,0.249395,0.070224,0.135531,0.349767,0.000706,0.268083,
,0.271224,0.155093,0.104512,0.000096,0.435000,0.418160,0.049179,0.118040,
,0.000291,0.139048,0.080933,0.096190,0.027317,0.107087,0.079816,0.203468,
,0.299583,0.166225,0.000280,NaN,0.000230,0.181811,0.252401,0.195441,


    Burst Percentage - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,93.119737,91.107322,96.316903,89.606827,93.796284,85.563158,84.522617,95.760744,
B SEM,1.626301,2.060110,0.826226,6.732449,1.768564,4.569424,8.903629,2.139305,
B Replicates,92.441480,99.950980,97.276363,16.666667,96.244369,98.214372,44.311629,98.568311,
,95.142786,99.220272,96.684907,94.466740,90.379740,81.601642,0.000000,98.423790,
,83.497169,86.377443,96.171889,96.428594,98.212111,62.370415,99.776063,95.757617,
,96.091928,83.167004,95.770859,99.047283,81.137326,51.550837,99.760651,72.511769,
,86.937731,87.434532,96.457972,98.001874,82.753928,96.159815,99.892241,98.580361,
,98.014279,77.392298,90.659664,99.664908,94.893910,98.473266,96.555405,98.975125,
,96.984120,91.617484,99.192617,96.921992,94.712300,97.250452,86.575493,96.488211,
,97.361071,88.193531,97.022726,98.444284,98.097156,73.314842,98.179185,97.273647,
,92.975281,88.410165,98.868987,91.784416,97.401843,96.532117,99.146687,96.782810,
,82.793638,96.045329,97.802650,99.588961,93.216861,88.955778,98.520022,99.491557,
,98.396619,98.369810,90.735856,98.577736,99.032896,99.085895,97.108188,98.931664,
,96.800739,97.109017,99.158344,85.688469,99.472965,83.248460,94.445837,97.344065,


    Burst Percentage - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.977033,14.345059,5.571252,8.988163,9.385946,16.224535,8.221165,5.031481,
B SEM,1.557052,4.305100,2.163784,3.538680,2.968341,4.707080,3.978508,2.390804,
B Replicates,10.522116,0.138648,4.524766,40.824829,8.580768,2.344573,34.068982,2.344436,
,9.533568,0.806377,2.450123,5.512301,9.214116,34.428883,NaN,2.485442,
,14.952309,34.942297,2.231311,4.326788,1.183709,35.664678,0.331474,3.671336,
,7.244593,18.386984,3.547272,1.552415,23.834711,48.571370,0.433769,30.814971,
,12.092343,31.337159,3.417955,1.845801,34.146187,3.659999,0.304787,1.252144,
,1.906755,43.335012,21.120217,0.652676,10.898054,1.160845,7.867526,1.208794,
,3.170010,7.530098,1.096525,7.369584,5.809715,3.611945,34.999565,6.371247,
,4.486685,12.093135,3.238656,2.379611,1.974296,18.244509,1.739512,4.742076,
,9.783548,16.588227,0.862754,20.954720,2.369704,9.467643,0.981833,2.367637,
,17.904497,3.073546,1.056068,0.781846,12.739515,9.300033,2.359942,0.746281,
,1.318769,1.253749,21.741462,1.713856,0.688231,1.353217,3.907679,1.252912,
,2.809200,2.655481,1.567917,19.943528,1.192347,26.886727,3.437743,3.120494,


    Number of Network Bursts
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,8.083333,8.000000,6.916667,7.416667,7.166667,6.500000,8.250000,6.416667,
B SEM,1.422004,0.738549,0.980556,1.137903,0.877612,1.209182,1.863221,1.602358,
B Replicates,7.000000,11.000000,10.000000,0.000000,11.000000,6.000000,2.000000,22.000000,
,4.000000,6.000000,3.000000,11.000000,2.000000,4.000000,0.000000,3.000000,
,6.000000,10.000000,9.000000,7.000000,7.000000,1.000000,10.000000,3.000000,
,5.000000,8.000000,4.000000,13.000000,9.000000,1.000000,14.000000,2.000000,
,6.000000,8.000000,10.000000,8.000000,5.000000,4.000000,4.000000,8.000000,
,5.000000,2.000000,3.000000,9.000000,6.000000,5.000000,4.000000,3.000000,
,8.000000,9.000000,3.000000,7.000000,6.000000,10.000000,12.000000,4.000000,
,12.000000,7.000000,12.000000,9.000000,6.000000,6.000000,4.000000,3.000000,
,6.000000,12.000000,4.000000,12.000000,6.000000,16.000000,7.000000,10.000000,
,22.000000,8.000000,10.000000,6.000000,10.000000,8.000000,15.000000,8.000000,
,10.000000,7.000000,9.000000,6.000000,13.000000,7.000000,22.000000,7.000000,
,6.000000,8.000000,6.000000,1.000000,5.000000,10.000000,5.000000,4.000000,


    Network Burst Frequency
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.134722,0.133333,0.115278,0.134849,0.119444,0.108334,0.150000,0.106945,
B SEM,0.023700,0.012309,0.016343,0.016735,0.014627,0.020153,0.031140,0.026706,
B Replicates,0.116667,0.183333,0.166667,NaN,0.183333,0.100000,0.033333,0.366667,
,0.066667,0.100000,0.050000,0.183333,0.033333,0.066667,NaN,0.050000,
,0.100000,0.166667,0.150000,0.116667,0.116667,0.016667,0.166667,0.050000,
,0.083333,0.133333,0.066667,0.216667,0.150000,0.016667,0.233333,0.033333,
,0.100000,0.133333,0.166667,0.133333,0.083333,0.066667,0.066667,0.133333,
,0.083333,0.033333,0.050000,0.150000,0.100000,0.083333,0.066667,0.050000,
,0.133333,0.150000,0.050000,0.116667,0.100000,0.166667,0.200000,0.066667,
,0.200000,0.116667,0.200000,0.150000,0.100000,0.100000,0.066667,0.050000,
,0.100000,0.200000,0.066667,0.200000,0.100000,0.266667,0.116667,0.166667,
,0.366667,0.133333,0.166667,0.100000,0.166667,0.133333,0.250000,0.133333,
,0.166667,0.116667,0.150000,0.100000,0.216667,0.116667,0.366667,0.116667,
,0.100000,0.133333,0.100000,0.016667,0.083333,0.166667,0.083333,0.066667,


    Network Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.454644,0.468117,0.560508,0.310088,0.489786,0.514022,0.327220,0.572480,
B SEM,0.026124,0.054135,0.043859,0.028265,0.059006,0.040976,0.020190,0.058417,
B Replicates,0.489851,0.219964,0.457728,NaN,0.226335,0.610707,0.375680,0.318778,
,0.271480,0.389720,0.576400,0.187796,0.584120,0.393020,NaN,0.702213,
,0.359160,0.331416,0.729751,0.223646,0.430709,0.545760,0.240096,0.832800,
,0.466400,0.394730,0.546300,0.306437,0.358284,0.555680,0.322006,0.557200,
,0.397880,0.740380,0.637520,0.409640,0.660976,0.545400,0.300860,0.441550,
,0.448080,0.815280,0.664347,0.267644,0.323080,0.425792,0.391680,0.904747,
,0.486130,0.391813,0.411547,0.281383,0.794907,0.509216,0.277640,0.746200,
,0.551273,0.464354,0.342493,0.505431,0.404253,0.426467,0.462340,0.552213,
,0.531880,0.535413,0.829840,0.270280,0.784747,0.249415,0.325954,0.506672,
,0.378585,0.450110,0.489552,0.407493,0.696168,0.842270,0.233856,0.310040,
,0.596512,0.652297,0.673627,0.250173,0.364018,0.529486,0.319196,0.670469,
,0.478493,0.231930,0.366987,0.301040,0.249840,0.535048,0.350112,0.326880,


    Network Burst Duration - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.270301,0.287631,0.331011,0.073673,0.189110,0.300432,0.125044,0.251738,
B SEM,0.044191,0.057250,0.065519,0.006425,0.037059,0.048074,0.033574,0.058344,
B Replicates,0.122355,0.067482,0.425768,NaN,0.096695,0.257742,0.420870,0.066283,
,0.332171,0.123513,0.055446,0.057908,0.088190,0.246280,NaN,0.095244,
,0.355220,0.445115,0.128079,0.066140,0.130568,NaN,0.023685,0.126338,
,0.099084,0.364628,0.209648,0.066768,0.138034,NaN,0.089325,0.625648,
,0.505568,0.498158,0.267199,0.086226,0.265909,0.062223,0.063774,0.253355,
,0.224004,0.005883,0.718189,0.057874,0.297959,0.266877,0.043570,0.283540,
,0.405960,0.346381,0.565563,0.075473,0.094542,0.327413,0.062588,0.500878,
,0.220042,0.573087,0.205439,0.074945,0.222238,0.449433,0.175064,0.542727,
,0.478025,0.405114,0.707165,0.108991,0.265032,0.303463,0.109172,0.095635,
,0.328126,0.444650,0.368587,0.042126,0.505490,0.564236,0.090635,0.279791,
,0.047343,0.101716,0.156936,0.100283,0.088446,0.105069,0.095437,0.072654,
,0.125716,0.075844,0.164117,NaN,0.076220,0.421586,0.201361,0.078757,


    Number of Spikes per Network Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,229.671726,261.190684,303.133333,198.427522,251.406049,231.751587,206.455195,306.657531,
B SEM,18.145274,18.196737,28.279672,14.309948,22.835157,23.116998,16.649405,31.460094,
B Replicates,197.285714,281.272727,239.000000,NaN,200.909091,397.666667,83.000000,173.227273,
,183.750000,300.500000,347.666667,129.909091,245.500000,199.250000,NaN,238.666667,
,175.166667,215.700000,217.111111,117.857143,175.285714,168.000000,208.800000,305.333333,
,242.800000,188.250000,182.500000,209.000000,134.111111,174.000000,249.642857,182.000000,
,168.500000,387.750000,331.000000,239.000000,217.000000,186.250000,244.750000,276.500000,
,249.600000,240.500000,384.000000,176.888889,194.500000,251.000000,224.500000,464.666667,
,215.875000,200.666667,300.666667,226.714286,322.833333,227.400000,211.750000,417.250000,
,315.083333,261.857143,206.833333,260.666667,286.166667,162.666667,290.250000,338.000000,
,309.000000,250.416667,543.000000,173.666667,376.166667,174.000000,221.714286,395.800000,
,160.500000,266.375000,287.600000,257.333333,390.000000,385.000000,210.600000,219.375000,
,344.500000,354.000000,338.555556,182.666667,257.000000,243.285714,147.000000,469.571429,
,194.000000,187.000000,259.666667,209.000000,217.400000,212.500000,179.000000,199.500000,


    Number of Spikes per Network Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,119.249689,138.804173,143.426288,32.963476,77.871789,114.170751,48.336401,112.716576,
B SEM,20.342409,26.268135,42.325161,6.178339,22.581215,21.437546,9.759350,29.884738,
B Replicates,42.342706,64.471840,83.325333,NaN,69.889133,172.373625,46.669048,29.688753,
,171.163421,57.218004,13.650397,48.597231,21.920310,109.512176,NaN,9.504385,
,141.358292,217.071442,23.566101,24.586098,30.037278,NaN,14.101221,12.423097,
,44.053377,146.615873,6.608076,31.780497,35.122800,NaN,35.369711,166.877200,
,182.148017,241.508799,113.845900,13.669570,32.657312,7.719024,25.382080,120.445601,
,92.462425,12.020815,373.000000,11.461287,150.660877,82.634738,24.623837,187.350830,
,157.123643,165.120411,359.384659,59.331594,17.290653,119.820421,28.854258,260.516634,
,162.915181,266.180032,93.774229,19.006578,133.911040,151.762534,108.315511,296.936020,
,250.061592,173.506855,382.889018,57.645205,129.136233,172.540623,14.693698,20.617145,
,119.113691,234.228178,186.429731,11.994443,270.013580,219.755058,66.180273,181.944212,
,22.901965,23.444971,24.870219,51.562260,17.691806,20.459018,76.389977,32.299934,
,45.351957,64.262853,59.771788,NaN,26.130442,85.130292,91.120799,33.995098,


    Mean ISI within Network Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.001980,0.001688,0.001869,0.001636,0.001958,0.002208,0.001821,0.001885,
B SEM,0.000117,0.000188,0.000190,0.000071,0.000186,0.000193,0.000255,0.000167,
B Replicates,0.002679,0.000774,0.001719,NaN,0.001099,0.001532,0.003724,0.001867,
,0.001251,0.001295,0.001668,0.001559,0.002382,0.001901,NaN,0.002948,
,0.001759,0.001151,0.003362,0.002106,0.002495,0.003268,0.001159,0.002749,
,0.001943,0.001904,0.002997,0.001475,0.002743,0.003212,0.001324,0.002583,
,0.002175,0.001797,0.001918,0.001711,0.002963,0.002943,0.001247,0.001538,
,0.001762,0.003408,0.001594,0.001522,0.001464,0.001551,0.001755,0.002087,
,0.002247,0.001816,0.001115,0.001263,0.002466,0.002110,0.001370,0.001646,
,0.001941,0.001429,0.001617,0.001949,0.001473,0.002465,0.001613,0.001522,
,0.001582,0.001989,0.001402,0.001649,0.002102,0.001137,0.001475,0.001276,
,0.002118,0.001524,0.001606,0.001592,0.001744,0.002017,0.001169,0.001289,
,0.001747,0.001847,0.002002,0.001725,0.001430,0.002180,0.003116,0.001431,
,0.002560,0.001327,0.001426,0.001447,0.001138,0.002186,0.002079,0.001680,


    Mean ISI within Network Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.000642,0.000342,0.000494,0.000543,0.000424,0.000495,0.000818,0.000449,
B SEM,0.000116,0.000037,0.000081,0.000149,0.000081,0.000080,0.000276,0.000082,
B Replicates,0.001095,0.000108,0.000843,NaN,0.000179,0.000128,0.003013,0.000319,
,0.000475,0.000282,0.000223,0.000593,0.000147,0.000455,NaN,0.000287,
,0.000525,0.000456,0.000334,0.001139,0.000710,NaN,0.000133,0.000519,
,0.000351,0.000433,0.001114,0.000263,0.000839,NaN,0.000427,0.001075,
,0.000322,0.000251,0.000267,0.000305,0.000925,0.000293,0.000309,0.000409,
,0.000612,0.000146,0.000217,0.000320,0.000346,0.000686,0.000098,0.000896,
,0.001681,0.000471,0.000327,0.000219,0.000212,0.000638,0.000509,0.000557,
,0.000584,0.000421,0.000722,0.000281,0.000649,0.000473,0.000505,0.000217,
,0.000525,0.000450,0.000326,0.000504,0.000154,0.000444,0.000461,0.000183,
,0.000489,0.000449,0.000427,0.000182,0.000327,0.000404,0.000427,0.000365,
,0.000220,0.000253,0.000473,0.001621,0.000364,0.000368,0.002109,0.000119,
,0.000824,0.000389,0.000654,NaN,0.000241,0.001059,0.001003,0.000441,


    Median ISI within Network Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.000630,0.000551,0.000546,0.000622,0.000608,0.000629,0.000764,0.000615,
B SEM,0.000054,0.000059,0.000030,0.000056,0.000048,0.000049,0.000155,0.000049,
B Replicates,0.000829,0.000396,0.000504,NaN,0.000458,0.000513,0.001520,0.000585,
,0.000440,0.000480,0.000480,0.000691,0.000720,0.000710,NaN,0.001027,
,0.000607,0.000472,0.000684,0.001080,0.000566,0.000880,0.000436,0.000773,
,0.000592,0.000565,0.000700,0.000606,0.000667,0.000880,0.000414,0.000760,
,0.000593,0.000570,0.000744,0.000510,0.000960,0.000710,0.000480,0.000500,
,0.000560,0.001160,0.000507,0.000596,0.000520,0.000520,0.000500,0.000507,
,0.000765,0.000413,0.000453,0.000554,0.000880,0.000548,0.000593,0.000600,
,0.000437,0.000446,0.000560,0.000631,0.000493,0.000507,0.000480,0.000560,
,0.000453,0.000563,0.000460,0.000633,0.000560,0.000370,0.000543,0.000456,
,0.000704,0.000490,0.000472,0.000507,0.000512,0.000555,0.000533,0.000400,
,0.000516,0.000457,0.000507,0.000713,0.000529,0.000509,0.001973,0.000554,
,0.001067,0.000600,0.000480,0.000320,0.000432,0.000840,0.000928,0.000660,


    Median ISI within Network Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.000203,0.000078,0.000068,0.000249,0.000077,0.000114,0.000301,0.000101,
B SEM,0.000077,0.000026,0.000009,0.000096,0.000013,0.000027,0.000132,0.000026,
B Replicates,0.000485,0.000038,0.000085,NaN,0.000037,0.000039,0.000792,0.000173,
,0.000080,0.000000,0.000000,0.000360,0.000113,0.000132,NaN,0.000129,
,0.000053,0.000045,0.000068,0.000828,0.000049,NaN,0.000040,0.000122,
,0.000044,0.000081,0.000101,0.000059,0.000072,NaN,0.000043,0.000057,
,0.000073,0.000051,0.000113,0.000041,0.000204,0.000068,0.000000,0.000057,
,0.000057,0.000057,0.000046,0.000058,0.000084,0.000098,0.000040,0.000092,
,0.000639,0.000057,0.000046,0.000049,0.000072,0.000196,0.000115,0.000080,
,0.000052,0.000078,0.000113,0.000095,0.000079,0.000097,0.000065,0.000000,
,0.000041,0.000067,0.000077,0.000206,0.000051,0.000058,0.000056,0.000039,
,0.000092,0.000063,0.000059,0.000041,0.000041,0.000069,0.000314,0.000060,
,0.000048,0.000039,0.000057,0.000748,0.000082,0.000060,0.001395,0.000059,
,0.000770,0.000355,0.000051,NaN,0.000044,0.000318,0.000451,0.000342,


    Median/Mean ISI within Network Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.329223,0.354017,0.325795,0.380119,0.334449,0.304615,0.415938,0.342057,
B SEM,0.012702,0.023976,0.019037,0.022922,0.017155,0.019649,0.026501,0.011886,
B Replicates,0.303248,0.515905,0.327628,NaN,0.425882,0.336081,0.478867,0.313370,
,0.380321,0.387900,0.291059,0.434853,0.304257,0.380179,NaN,0.353005,
,0.369842,0.460634,0.204439,0.473560,0.239175,0.269276,0.379516,0.282453,
,0.311032,0.314858,0.252604,0.422311,0.260814,0.273971,0.338600,0.327195,
,0.280852,0.322958,0.392254,0.309369,0.336318,0.243359,0.403958,0.341288,
,0.348391,0.340356,0.322261,0.403221,0.365356,0.381507,0.285451,0.262511,
,0.362543,0.241250,0.423137,0.448027,0.357317,0.258348,0.458067,0.391061,
,0.241270,0.328888,0.392412,0.325661,0.373518,0.208525,0.318600,0.372996,
,0.315510,0.299529,0.341964,0.394639,0.266341,0.361856,0.399863,0.365618,
,0.357289,0.346037,0.308551,0.321331,0.302524,0.285397,0.464929,0.327862,
,0.299809,0.250265,0.264808,0.427233,0.387397,0.238282,0.600115,0.387306,
,0.380565,0.439620,0.388426,0.221100,0.394488,0.418594,0.447357,0.380020,


    Median/Mean ISI within Network Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.094891,0.081183,0.078954,0.086775,0.065031,0.069370,0.102232,0.076138,
B SEM,0.010379,0.012628,0.011099,0.011886,0.008323,0.013636,0.013284,0.011444,
B Replicates,0.061341,0.044670,0.092962,NaN,0.072464,0.027865,0.174785,0.054028,
,0.109844,0.094751,0.037179,0.122808,0.066274,0.055843,NaN,0.073301,
,0.106673,0.148606,0.020180,0.105100,0.054546,NaN,0.047277,0.014690,
,0.050039,0.106066,0.068647,0.080064,0.072557,NaN,0.099209,0.158150,
,0.070645,0.056463,0.063811,0.081662,0.058702,0.037035,0.103461,0.074354,
,0.117788,0.001970,0.055747,0.070754,0.070508,0.144688,0.024461,0.081281,
,0.105063,0.069674,0.092917,0.072071,0.015949,0.039838,0.094912,0.104730,
,0.068357,0.084220,0.137482,0.038705,0.108346,0.033481,0.098023,0.054227,
,0.107844,0.090729,0.097783,0.091528,0.012980,0.113280,0.124875,0.070181,
,0.125216,0.104834,0.067780,0.040452,0.058059,0.070809,0.159805,0.082357,
,0.047231,0.028488,0.059707,0.164607,0.092656,0.043566,0.122831,0.023829,
,0.168649,0.143726,0.153259,NaN,0.097336,0.127298,0.074911,0.122528,


    Number of Elecs Participating in Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.890557,7.633333,8.000000,7.886856,8.000000,7.845833,7.518320,8.000000,
B SEM,0.082313,0.294478,0.000000,0.069374,0.000000,0.098753,0.280774,0.000000,
B Replicates,7.857143,8.000000,8.000000,NaN,8.000000,8.000000,5.500000,8.000000,
,8.000000,8.000000,8.000000,7.636364,8.000000,7.250000,NaN,8.000000,
,8.000000,7.100000,8.000000,7.285714,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,4.500000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.875000,8.000000,8.000000,8.000000,8.000000,8.000000,7.583333,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.833333,8.000000,8.000000,8.000000,8.000000,
,7.954545,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,5.818182,8.000000,
,7.000000,8.000000,8.000000,8.000000,8.000000,7.900000,7.800000,8.000000,


    Number of Elecs Participating in Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.207826,0.085278,0.000000,0.231702,0.000000,0.081623,0.291002,0.000000,
B SEM,0.128953,0.062324,0.000000,0.135016,0.000000,0.056113,0.147092,0.000000,
B Replicates,0.377964,0.000000,0.000000,NaN,0.000000,0.000000,0.707107,0.000000,
,0.000000,0.000000,0.000000,0.674200,0.000000,0.500000,NaN,0.000000,
,0.000000,0.316228,0.000000,1.253566,0.000000,NaN,0.000000,0.000000,
,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
,0.000000,0.707107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
,0.353553,0.000000,0.000000,0.000000,0.000000,0.000000,0.514929,0.000000,
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
,0.000000,0.000000,0.000000,0.389249,0.000000,0.000000,0.000000,0.000000,
,0.213201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.531770,0.000000,
,1.549193,0.000000,0.000000,NaN,0.000000,0.316228,0.447214,0.000000,


    Number of Spikes per Network Burst per Channel - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,29.076092,34.888716,37.891667,25.020830,31.425756,29.445436,26.912338,38.332191,
B SEM,2.226261,2.837775,3.534959,1.684873,2.854395,2.819833,1.644472,3.932512,
B Replicates,24.928571,35.159091,29.875000,NaN,25.113636,49.708333,14.666667,21.653409,
,22.968750,37.562500,43.458333,16.873377,30.687500,27.343750,NaN,29.833333,
,21.895833,29.578571,27.138889,16.164286,21.910714,21.000000,26.100000,38.166667,
,30.350000,23.531250,22.812500,26.125000,16.763889,24.857143,31.205357,22.750000,
,21.062500,48.468750,41.375000,29.875000,27.125000,23.281250,30.593750,34.562500,
,31.200000,54.325000,48.000000,22.111111,24.312500,31.375000,28.062500,58.083333,
,27.207589,25.083333,37.583333,28.339286,40.354167,28.425000,28.047619,52.156250,
,39.385417,32.732143,25.854167,32.583333,35.770833,20.333333,36.281250,42.250000,
,38.625000,31.302083,67.875000,22.032738,47.020833,21.750000,27.714286,49.475000,
,20.114448,33.296875,35.950000,32.166667,48.750000,48.125000,26.325000,27.421875,
,43.062500,44.250000,42.319444,22.833333,32.125000,30.410714,24.007143,58.696429,
,28.112500,23.375000,32.458333,26.125000,27.175000,26.735714,23.032143,24.937500,


    Number of Spikes per Network Burst per Channel - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,14.753109,18.240440,17.928286,3.920263,9.733974,14.386370,6.032566,14.089572,
B SEM,2.586769,3.040431,5.290645,0.785577,2.822652,2.683991,1.184271,3.735592,
B Replicates,4.615902,8.058980,10.415667,NaN,8.736142,21.546703,6.599663,3.711094,
,21.395428,7.152251,1.706300,5.610051,2.740039,15.089243,NaN,1.188048,
,17.669786,28.107916,2.945763,1.692007,3.754660,NaN,1.762653,1.552887,
