Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate3  5uM CNO(000)(000)_NeuralEventDetector_neuralMetrics_FIRST 60 SEC.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.025301,0.027111,0.017307,0.018010,0.017074,0.023643,0.028708,0.014966,
B SEM,0.006580,0.006561,0.003833,0.004633,0.006085,0.005166,0.014955,0.003708,
B Replicates,0.008909,0.000000,0.000000,0.000000,0.012400,0.036119,0.145010,0.005893,
,0.019796,0.008909,0.000000,0.027368,0.008626,0.008133,0.000000,0.000000,
,0.015269,0.021207,0.017252,0.046930,0.005893,0.000000,0.005893,0.013909,
,0.029209,0.031810,0.012400,0.016517,0.044096,0.021517,0.000000,NaN,
,NaN,0.014996,0.017678,0.000000,0.013113,0.000000,0.000000,0.000000,
,NaN,0.013608,0.028172,0.000000,0.010681,0.021822,0.005893,0.007715,
,0.011785,0.038576,NaN,0.029547,0.008626,0.015430,0.000000,0.019416,
,0.076636,0.019416,0.016517,0.030129,0.008626,0.036460,0.007715,NaN,
,0.012400,0.086526,0.036732,0.035355,0.012400,0.033850,0.011785,0.026726,
,0.044320,0.047507,0.037731,0.000000,0.074536,0.060257,0.021362,0.015430,
,0.015269,0.017678,0.015269,0.017678,0.005893,0.012400,0.132062,0.026726,
,0.019416,0.025099,0.008626,0.012599,0.000000,0.037731,0.014773,0.033850,


    IBI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.811429,1.474375,1.229160,0.788725,0.876760,1.190274,0.895757,1.141808,
B SEM,0.153629,0.204619,0.225576,0.123087,0.193826,0.182288,0.144705,0.229371,
B Replicates,0.434649,1.202320,0.697811,NaN,0.507260,1.083970,0.678926,0.735002,
,0.594992,1.631757,1.335580,0.915547,0.627485,1.079915,0.094918,NaN,
,0.641164,2.398815,0.402684,0.602826,NaN,NaN,1.219301,1.107001,
,0.857748,0.611402,2.110580,0.981096,2.132373,0.808032,1.299620,NaN,
,NaN,1.023108,0.563598,0.307192,0.436970,1.158557,0.629189,1.572514,
,NaN,0.745985,0.612110,0.619534,0.306008,2.124144,1.990407,2.134639,
,0.232898,2.356435,NaN,1.739179,0.308233,1.898446,1.131688,0.538450,
,1.411042,0.932049,1.643137,0.908687,0.396496,0.615604,0.325888,NaN,
,0.703205,1.249457,2.117319,1.091940,1.671880,0.751316,1.126523,0.598040,
,1.878732,2.748384,2.489367,0.421658,1.522944,2.186962,0.853344,2.255703,
,0.790731,1.806531,0.604282,0.708997,1.209645,0.916806,0.585243,0.444330,
,0.569129,0.986257,0.944287,0.379322,0.525063,0.469266,0.814034,0.890591,


    IBI Coefficient of Variation - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.216468,0.186583,0.149190,0.115044,0.149071,0.192061,0.081584,0.125621,
B SEM,0.035107,0.038509,0.032576,0.033220,0.035192,0.049964,0.021055,0.024469,
B Replicates,0.423239,0.001166,0.001482,NaN,0.121496,0.150468,0.127066,0.042722,
,0.062657,0.145132,0.000691,0.339034,0.201979,0.112785,0.004725,NaN,
,0.160924,0.205384,0.171657,0.171794,NaN,NaN,0.040589,0.179502,
,0.221313,0.156957,0.160453,0.081377,0.293545,0.327714,0.002693,NaN,
,NaN,0.099680,0.100084,0.022643,0.144182,0.010039,0.000798,0.002311,
,NaN,0.124040,0.230403,0.000657,0.120889,0.209734,0.083517,0.102345,
,0.134809,0.412227,NaN,0.103804,0.036725,0.120331,0.010245,0.090809,
,0.316600,0.076894,0.139395,0.241811,0.107966,0.129626,0.191615,NaN,
,0.096772,0.223508,0.335180,0.151958,0.141965,0.141129,0.044927,0.139774,
,0.313151,0.456517,0.300446,0.000058,0.408090,0.625955,0.168971,0.147828,
,0.240309,0.236381,0.122350,0.151803,0.062043,0.072020,0.155966,0.228979,
,0.194903,0.101108,0.078952,0.000548,0.000904,0.212871,0.147894,0.196319,


    Burst Percentage - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,83.104551,91.061675,87.337900,89.919261,92.550264,85.460376,92.549937,98.276781,
B SEM,8.431434,2.232951,7.976369,6.322413,2.388481,4.168999,4.834039,0.332542,
B Replicates,91.895738,99.958333,95.849697,21.303258,97.300426,98.496812,41.035693,97.583764,
,86.283940,99.359142,98.531237,95.121146,95.221096,83.287012,97.545948,99.289773,
,82.097489,86.939103,93.641104,95.376439,96.361645,62.626505,99.417238,96.915048,
,90.622529,77.765191,95.372430,99.117461,72.187745,53.633115,99.526656,NaN,
,0.000000,84.920659,95.158992,99.456825,85.287837,96.984434,99.726497,99.455369,
,NaN,94.783983,92.242716,98.889497,96.475375,97.830490,99.480175,98.588616,
,96.954141,90.878340,0.000000,95.336353,83.083374,89.887754,84.595563,99.901575,
,94.705991,85.675777,94.632387,94.915427,97.776074,80.407594,98.956637,NaN,
,91.429178,80.548958,99.703181,95.167010,96.281989,93.212334,97.992702,97.183674,
,87.599650,95.031357,96.007792,99.569507,91.782668,84.140028,95.950329,98.683456,
,97.919858,98.995420,89.795274,98.229353,99.164479,99.329617,97.322339,97.851013,
,94.641551,97.883837,97.119994,86.548853,99.680454,85.688821,99.049466,97.315517,


    Burst Percentage - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,11.475340,14.824222,5.839634,7.657534,11.806580,16.892692,7.914276,1.764576,
B SEM,1.890507,4.127076,1.593697,2.872430,3.813747,4.795728,3.964811,0.279142,
B Replicates,12.932896,0.117851,7.672176,36.385764,4.997946,2.229156,39.558833,2.979636,
,22.179660,0.940752,0.832761,8.352804,6.780737,34.295684,6.355318,1.493864,
,13.739080,35.163777,3.121261,4.335053,5.278131,42.132249,0.741846,2.053790,
,17.277707,26.808833,6.442508,1.318626,38.764654,50.425826,0.988182,NaN,
,NaN,34.466287,5.544768,1.221101,34.533395,2.312838,0.237298,0.558138,
,NaN,7.254503,10.246650,1.347917,4.783692,3.845725,0.665507,2.500228,
,2.607381,7.821093,0.000000,7.150178,23.266154,6.858701,34.434282,0.278388,
,8.630056,20.468763,7.607194,5.505971,2.874236,14.713279,1.174065,NaN,
,12.579460,33.526525,0.370957,12.264855,4.160290,16.601880,3.578832,2.122972,
,12.845407,9.044692,6.119020,0.768391,14.382846,14.547569,3.469752,1.453381,
,3.156699,0.830496,19.943893,1.369606,1.254202,0.991721,2.253804,1.502608,
,8.805054,1.447093,2.174421,11.870143,0.602676,13.757676,1.513595,2.702753,


    Number of Network Bursts
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,3.500000,5.583333,4.333333,6.666667,4.583333,5.250000,8.583333,5.166667,
B SEM,0.621582,1.110953,0.607196,0.956107,0.856865,0.817656,1.602358,1.099816,
B Replicates,3.000000,7.000000,5.000000,0.000000,10.000000,10.000000,2.000000,7.000000,
,3.000000,3.000000,3.000000,7.000000,2.000000,4.000000,3.000000,2.000000,
,3.000000,6.000000,7.000000,8.000000,1.000000,1.000000,8.000000,4.000000,
,4.000000,2.000000,6.000000,11.000000,7.000000,2.000000,11.000000,0.000000,
,0.000000,6.000000,4.000000,4.000000,4.000000,5.000000,11.000000,8.000000,
,0.000000,1.000000,3.000000,8.000000,3.000000,5.000000,5.000000,3.000000,
,2.000000,7.000000,0.000000,9.000000,2.000000,5.000000,6.000000,2.000000,
,7.000000,2.000000,4.000000,7.000000,3.000000,7.000000,3.000000,0.000000,
,5.000000,14.000000,2.000000,10.000000,4.000000,4.000000,13.000000,10.000000,
,6.000000,4.000000,5.000000,5.000000,10.000000,3.000000,9.000000,7.000000,
,4.000000,4.000000,7.000000,9.000000,5.000000,10.000000,22.000000,8.000000,
,5.000000,11.000000,6.000000,2.000000,4.000000,7.000000,10.000000,11.000000,


    Network Burst Frequency
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.070000,0.093056,0.078788,0.121212,0.076389,0.087500,0.143056,0.103333,
B SEM,0.008165,0.018516,0.008436,0.013501,0.014281,0.013628,0.026706,0.017177,
B Replicates,0.050000,0.116667,0.083333,NaN,0.166667,0.166667,0.033333,0.116667,
,0.050000,0.050000,0.050000,0.116667,0.033333,0.066667,0.050000,0.033333,
,0.050000,0.100000,0.116667,0.133333,0.016667,0.016667,0.133333,0.066667,
,0.066667,0.033333,0.100000,0.183333,0.116667,0.033333,0.183333,NaN,
,NaN,0.100000,0.066667,0.066667,0.066667,0.083333,0.183333,0.133333,
,NaN,0.016667,0.050000,0.133333,0.050000,0.083333,0.083333,0.050000,
,0.033333,0.116667,NaN,0.150000,0.033333,0.083333,0.100000,0.033333,
,0.116667,0.033333,0.066667,0.116667,0.050000,0.116667,0.050000,NaN,
,0.083333,0.233333,0.033333,0.166667,0.066667,0.066667,0.216667,0.166667,
,0.100000,0.066667,0.083333,0.083333,0.166667,0.050000,0.150000,0.116667,
,0.066667,0.066667,0.116667,0.150000,0.083333,0.166667,0.366667,0.133333,
,0.083333,0.183333,0.100000,0.033333,0.066667,0.116667,0.166667,0.183333,


    Network Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.537064,0.549845,0.654292,0.350224,0.524936,0.529636,0.348119,0.564468,
B SEM,0.070676,0.060821,0.115835,0.034523,0.062838,0.063188,0.025101,0.085439,
B Replicates,0.668240,0.288331,0.429104,NaN,0.257336,0.692416,0.108440,0.659737,
,0.303947,0.551840,0.443547,0.205131,0.823120,0.382600,0.452720,0.445840,
,0.302853,0.404507,0.675326,0.228090,0.832400,0.573600,0.356400,1.086580,
,0.320660,0.689600,0.319320,0.294909,0.237954,0.497840,0.369767,NaN,
,NaN,0.418160,0.584720,0.380740,0.461080,0.325344,0.314691,0.364220,
,NaN,0.897040,0.657253,0.326990,0.382133,0.555536,0.366400,0.773307,
,0.742200,0.345989,NaN,0.362613,0.660480,0.449040,0.412747,0.705520,
,0.818914,0.791560,0.230840,0.527166,0.495333,0.382389,0.411253,NaN,
,0.335616,0.727337,1.571800,0.308448,0.763500,0.474860,0.354314,0.390704,
,0.605293,0.683780,0.571168,0.554832,0.514888,1.145307,0.395876,0.262126,
,0.848360,0.553340,1.133703,0.417947,0.618624,0.496120,0.331938,0.724480,
,0.424560,0.246655,0.580427,0.245600,0.252380,0.380583,0.302880,0.232167,


    Network Burst Duration - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.369101,0.395615,0.341020,0.141599,0.314778,0.355380,0.135333,0.231836,
B SEM,0.051892,0.066606,0.067489,0.027623,0.060445,0.067290,0.016898,0.052759,
B Replicates,0.171476,0.062069,0.180153,NaN,0.122302,0.214712,0.039315,0.133351,
,0.300805,0.263870,0.199620,0.098663,0.378330,0.249110,0.174699,0.141761,
,0.376611,0.413525,0.108460,0.063948,NaN,NaN,0.202623,0.231460,
,0.327059,0.841174,0.087355,0.084828,0.166075,0.144024,0.074984,NaN,
,NaN,0.424462,0.680605,0.326051,0.088938,0.063664,0.078951,0.263713,
,NaN,NaN,0.640546,0.113595,0.365621,0.518123,0.192985,0.469881,
,0.509739,0.372518,NaN,0.276752,0.742632,0.379777,0.082270,0.549167,
,0.515698,0.552166,0.259755,0.232571,0.523172,0.346156,0.231101,NaN,
,0.376304,0.380844,0.156412,0.096394,0.234745,0.609131,0.124386,0.139520,
,0.544205,0.576979,0.599983,0.063621,0.450541,0.833165,0.136825,0.281649,
,0.519640,0.387122,0.495758,0.100248,0.245767,0.227287,0.146589,0.057112,
,0.049475,0.077036,0.342570,0.100918,0.144432,0.324028,0.139269,0.050750,


    Number of Spikes per Network Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,259.399524,304.175054,330.135714,198.445602,260.497222,249.193651,226.642266,325.739502,
B SEM,33.170841,23.707362,58.224458,15.973089,24.734901,34.603065,20.418940,41.844288,
B Replicates,219.333333,310.571429,255.000000,NaN,189.600000,477.000000,52.000000,227.000000,
,174.333333,419.666667,331.666667,130.428571,326.500000,233.500000,339.333333,189.000000,
,138.333333,268.333333,216.857143,128.500000,200.000000,155.000000,231.250000,404.250000,
,171.000000,300.500000,142.833333,221.090909,97.000000,137.500000,266.000000,NaN,
,NaN,228.000000,303.250000,248.500000,188.750000,155.600000,237.636364,269.875000,
,NaN,263.000000,354.666667,187.125000,206.333333,311.400000,262.400000,523.333333,
,302.000000,182.428571,NaN,227.333333,301.500000,233.200000,236.666667,425.500000,
,443.428571,399.000000,159.500000,261.857143,343.333333,150.571429,277.000000,NaN,
,211.400000,290.214286,854.000000,198.900000,372.000000,271.500000,241.307692,352.000000,
,268.166667,398.500000,329.600000,267.000000,307.300000,474.666667,208.222222,206.857143,
,430.000000,392.250000,426.285714,189.666667,356.400000,244.100000,152.090909,497.125000,
,236.000000,197.636364,257.833333,122.500000,237.250000,146.285714,215.800000,162.454545,


    Number of Spikes per Network Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,164.217745,197.951575,120.221113,59.360698,131.970091,139.960566,58.342526,140.742261,
B SEM,22.649260,26.514756,36.713063,12.115408,28.476374,31.411480,12.617027,36.609477,
B Replicates,53.144457,38.222407,32.649655,NaN,43.218309,127.329843,0.000000,34.414144,
,173.857221,194.695489,58.002873,50.773540,126.572114,144.638630,12.701706,76.367532,
,138.348594,226.115605,15.203383,23.652242,NaN,NaN,61.960241,152.607066,
,141.053181,306.177236,43.942766,55.399376,41.064989,20.506097,43.940869,NaN,
,NaN,212.746798,287.648368,143.195670,20.353132,29.837895,22.526752,123.211128,
,NaN,NaN,300.187164,8.675705,176.896392,214.977441,116.330563,310.863850,
,247.487373,169.520753,NaN,88.658051,292.035101,162.539841,31.277255,358.503138,
,264.929461,281.428499,151.139009,96.527075,262.994930,99.206615,146.273716,NaN,
,179.437454,157.019929,39.597980,44.435846,87.654625,286.726932,39.571422,116.067030,
,211.465758,284.297380,316.825346,21.954498,219.485282,336.774900,100.138376,180.687049,
,180.980662,249.137679,34.788476,34.135758,127.678502,76.057654,57.280354,12.449182,
,51.473294,58.105547,42.447222,85.559921,53.717626,40.970373,68.109063,42.252488,


    Mean ISI within Network Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.001973,0.001757,0.001979,0.001880,0.002007,0.002207,0.001726,0.001776,
B SEM,0.000161,0.000196,0.000170,0.000153,0.000240,0.000224,0.000149,0.000219,
B Replicates,0.003078,0.000930,0.001692,NaN,0.001371,0.001447,0.002126,0.002935,
,0.001751,0.001305,0.001300,0.001573,0.002491,0.001683,0.001345,0.002418,
,0.001833,0.001313,0.003134,0.001922,0.004183,0.003725,0.001490,0.002799,
,0.001622,0.001816,0.002345,0.001356,0.002353,0.003609,0.001414,NaN,
,NaN,0.001781,0.001699,0.001414,0.002441,0.002157,0.001349,0.001242,
,NaN,0.003424,0.001693,0.001763,0.001762,0.001619,0.001379,0.001472,
,0.002673,0.001668,NaN,0.001538,0.001889,0.001594,0.001756,0.001734,
,0.001774,0.001998,0.001420,0.001971,0.001243,0.002273,0.001502,NaN,
,0.001404,0.002627,0.001849,0.001574,0.002034,0.001484,0.001456,0.001096,
,0.001946,0.001534,0.001636,0.002084,0.001564,0.002342,0.002740,0.001059,
,0.001722,0.001322,0.002625,0.002403,0.001731,0.001940,0.002706,0.001460,
,0.001927,0.001363,0.002375,0.003077,0.001017,0.002612,0.001444,0.001547,


    Mean ISI within Network Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.000510,0.000421,0.000636,0.000756,0.000408,0.000616,0.000728,0.000305,
B SEM,0.000064,0.000084,0.000120,0.000243,0.000075,0.000151,0.000195,0.000060,
B Replicates,0.000503,0.000159,0.000693,NaN,0.000543,0.000206,0.000771,0.000586,
,0.000113,0.000173,0.000450,0.000422,0.000194,0.000527,0.000547,0.000228,
,0.000627,0.000321,0.000496,0.000973,NaN,NaN,0.000463,0.000425,
,0.000530,0.000952,0.000746,0.000237,0.001005,0.000513,0.000268,NaN,
,NaN,0.000349,0.000340,0.000485,0.000260,0.000567,0.000393,0.000405,
,NaN,NaN,0.000300,0.000627,0.000180,0.000374,0.000157,0.000054,
,0.000504,0.000764,NaN,0.000554,0.000635,0.000619,0.000283,0.000171,
,0.000338,0.000025,0.000621,0.000299,0.000410,0.000733,0.000733,NaN,
,0.000403,0.000615,0.000269,0.000373,0.000181,0.000499,0.000375,0.000161,
,0.000516,0.000375,0.000444,0.000147,0.000295,0.000164,0.002371,0.000339,
,0.000851,0.000313,0.000977,0.001199,0.000365,0.000531,0.001836,0.000106,
,0.000719,0.000585,0.001655,0.002997,0.000417,0.002040,0.000542,0.000575,


    Median ISI within Network Burst - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.000579,0.000579,0.000578,0.000671,0.000655,0.000654,0.000667,0.000577,
B SEM,0.000025,0.000063,0.000031,0.000034,0.000045,0.000052,0.000105,0.000043,
B Replicates,0.000533,0.000411,0.000464,NaN,0.000532,0.000496,0.000960,0.000646,
,0.000507,0.000480,0.000467,0.000651,0.000720,0.000650,0.000400,0.000700,
,0.000680,0.000507,0.000709,0.000770,0.000800,0.000880,0.000425,0.000730,
,0.000600,0.000520,0.000720,0.000538,0.000749,0.001020,0.000407,NaN,
,NaN,0.000607,0.000670,0.000540,0.000900,0.000672,0.000487,0.000460,
,NaN,0.001200,0.000587,0.000680,0.000747,0.000528,0.000408,0.000480,
,0.000600,0.000469,NaN,0.000631,0.000840,0.000536,0.000653,0.000560,
,0.000503,0.000520,0.000570,0.000823,0.000547,0.000674,0.000520,NaN,
,0.000480,0.000771,0.000480,0.000592,0.000580,0.000420,0.000582,0.000436,
,0.000627,0.000500,0.000496,0.000544,0.000480,0.000693,0.000898,0.000406,
,0.000540,0.000420,0.000497,0.000809,0.000528,0.000468,0.001658,0.000560,
,0.000720,0.000542,0.000693,0.000800,0.000440,0.000806,0.000608,0.000796,


    Median ISI within Network Burst - Std (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.000122,0.000066,0.000082,0.000285,0.000104,0.000127,0.000283,0.000091,
B SEM,0.000034,0.000022,0.000024,0.000086,0.000021,0.000047,0.000118,0.000045,
B Replicates,0.000167,0.000030,0.000036,NaN,0.000278,0.000034,0.000453,0.000049,
,0.000092,0.000000,0.000023,0.000304,0.000113,0.000068,0.000080,0.000028,
,0.000144,0.000041,0.000072,0.000482,NaN,NaN,0.000056,0.000124,
,0.000080,0.000057,0.000101,0.000063,0.000147,0.000085,0.000024,NaN,
,NaN,0.000053,0.000165,0.000077,0.000137,0.000072,0.000056,0.000083,
,NaN,NaN,0.000122,0.000074,0.000092,0.000044,0.000059,0.000000,
,0.000057,0.000055,NaN,0.000172,0.000057,0.000104,0.000094,0.000000,
,0.000039,0.000057,0.000020,0.000200,0.000083,0.000178,0.000106,NaN,
,0.000057,0.000074,0.000000,0.000114,0.000040,0.000101,0.000062,0.000055,
,0.000079,0.000040,0.000036,0.000067,0.000053,0.000046,0.000803,0.000043,
,0.000101,0.000040,0.000056,0.000907,0.000044,0.000080,0.001358,0.000043,
,0.000408,0.000276,0.000271,0.000679,0.000103,0.000584,0.000250,0.000482,


    Median/Mean ISI within Network Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.328144,0.354623,0.326470,0.378115,0.362262,0.322849,0.382413,0.351618,
B SEM,0.024616,0.014980,0.022755,0.020208,0.024619,0.014732,0.023567,0.025387,
B Replicates,0.174766,0.455434,0.300167,NaN,0.408610,0.349576,0.441958,0.225430,
,0.292192,0.372231,0.401090,0.433151,0.291670,0.406773,0.313734,0.291366,
,0.382556,0.408398,0.230152,0.399506,0.191254,0.236262,0.305342,0.260189,
,0.395604,0.322615,0.319565,0.404917,0.364409,0.287228,0.298596,NaN,
,NaN,0.354596,0.394089,0.415540,0.367837,0.325858,0.383168,0.394664,
,NaN,0.350486,0.350655,0.420298,0.430013,0.339880,0.295289,0.326456,
,0.230555,0.344038,NaN,0.442744,0.465936,0.385748,0.373764,0.324499,
,0.298047,0.260129,0.457269,0.423473,0.458843,0.310052,0.425805,NaN,
,0.369353,0.302353,0.262392,0.389286,0.287000,0.306935,0.423551,0.402310,
,0.353311,0.343372,0.325908,0.262983,0.313840,0.297636,0.328384,0.418919,
,0.416559,0.333597,0.205329,0.277068,0.313212,0.256400,0.571862,0.383872,
,0.368493,0.408229,0.344554,0.290296,0.454515,0.371835,0.427502,0.488476,


    Median/Mean ISI within Network Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.110336,0.095476,0.088096,0.112013,0.087544,0.092054,0.089901,0.058337,
B SEM,0.021560,0.012823,0.015223,0.013632,0.014319,0.013285,0.017204,0.016042,
B Replicates,0.054511,0.095012,0.085171,NaN,0.178540,0.058119,0.052603,0.033682,
,0.068451,0.048479,0.183045,0.197677,0.068085,0.093190,0.070070,0.039186,
,0.053140,0.118448,0.039544,0.090636,NaN,NaN,0.089835,0.007406,
,0.111084,0.138081,0.055632,0.069455,0.144730,0.064346,0.066049,NaN,
,NaN,0.093615,0.058340,0.140879,0.028495,0.073150,0.091322,0.104415,
,NaN,NaN,0.075027,0.116685,0.090943,0.076863,0.017900,0.011846,
,0.064668,0.174596,NaN,0.142220,0.126742,0.199157,0.023380,0.031972,
,0.094715,0.025021,0.175292,0.122546,0.101084,0.083097,0.251495,NaN,
,0.126517,0.051880,0.038204,0.090453,0.033404,0.118495,0.114060,0.056729,
,0.144244,0.096902,0.110835,0.046311,0.053309,0.037192,0.105152,0.137548,
,0.283240,0.092763,0.051719,0.153115,0.051479,0.078661,0.102396,0.019583,
,0.102795,0.115435,0.096252,0.062163,0.086175,0.130320,0.094555,0.141006,


    Number of Elecs Participating in Burst - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.960000,7.597222,8.000000,7.910642,8.000000,7.842262,7.577020,7.981818,
B SEM,0.040000,0.334253,0.000000,0.037294,0.000000,0.098640,0.249122,0.018182,
B Replicates,8.000000,8.000000,8.000000,NaN,8.000000,8.000000,5.500000,8.000000,
,8.000000,8.000000,8.000000,7.857143,8.000000,7.250000,8.000000,8.000000,
,8.000000,7.166667,8.000000,7.625000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,NaN,
,NaN,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,NaN,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,NaN,7.777778,8.000000,8.000000,7.333333,8.000000,
,8.000000,8.000000,8.000000,7.857143,8.000000,8.000000,8.000000,NaN,
,8.000000,8.000000,8.000000,7.900000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.090909,8.000000,
,7.600000,8.000000,8.000000,8.000000,8.000000,7.857143,8.000000,7.818182,


    Number of Elecs Participating in Burst - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.089443,0.037113,0.000000,0.254498,0.000000,0.079815,0.222334,0.040452,
B SEM,0.089443,0.037113,0.000000,0.106288,0.000000,0.054170,0.130850,0.040452,
B Replicates,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.707107,0.000000,
,0.000000,0.000000,0.000000,0.377964,0.000000,0.500000,0.000000,0.000000,
,0.000000,0.408248,0.000000,1.060660,NaN,NaN,0.000000,0.000000,
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,
,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
,NaN,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
,0.000000,0.000000,NaN,0.666667,0.000000,0.000000,0.516398,0.000000,
,0.000000,0.000000,0.000000,0.377964,0.000000,0.000000,0.000000,NaN,
,0.000000,0.000000,0.000000,0.316228,0.000000,0.000000,0.000000,0.000000,
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.444500,0.000000,
,0.894427,0.000000,0.000000,0.000000,0.000000,0.377964,0.000000,0.404520,


    Number of Spikes per Network Burst per Channel - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,32.561607,41.117616,41.266964,24.967528,32.562153,31.563109,29.276180,40.754776,
B SEM,4.137887,3.658252,7.278057,1.971389,3.091863,4.260212,2.246283,5.214456,
B Replicates,27.416667,38.821429,31.875000,NaN,23.700000,59.625000,9.533333,28.375000,
,21.791667,52.458333,41.458333,16.619898,40.812500,31.482143,42.416667,23.625000,
,17.291667,37.815476,27.107143,16.775000,25.000000,19.375000,28.906250,50.531250,
,21.375000,37.562500,17.854167,27.636364,12.125000,19.642857,33.250000,NaN,
,NaN,28.500000,37.906250,31.062500,23.593750,19.450000,29.704545,33.734375,
,NaN,65.750000,44.333333,23.390625,25.791667,38.925000,32.800000,65.416667,
,37.750000,22.803571,NaN,28.791667,37.687500,29.150000,32.229167,53.187500,
,55.428571,49.875000,19.937500,32.956633,42.916667,18.821429,34.625000,NaN,
,26.425000,36.276786,106.750000,25.014286,46.500000,33.937500,30.163462,44.000000,
,33.520833,49.812500,41.200000,33.375000,38.412500,59.333333,26.027778,25.857143,
,53.750000,49.031250,53.285714,23.708333,44.550000,30.512500,24.682955,62.140625,
,30.866667,24.704545,32.229167,15.312500,29.656250,18.502551,26.975000,20.680195,


    Number of Spikes per Network Burst per Channel - Std
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,20.330874,25.136738,15.027639,7.143106,16.496261,17.447030,7.332966,17.551580,
B SEM,2.944302,3.378717,4.589133,1.538491,3.559547,3.923937,1.550009,4.588669,
B Replicates,6.643057,4.777801,4.081207,NaN,5.402289,15.916230,1.225652,4.301768,
,21.732153,24.336936,7.250359,6.355142,15.821514,17.544053,1.587713,9.545942,
,17.293574,32.585151,1.900423,1.454243,NaN,NaN,7.745030,19.075883,
,17.631648,38.272155,5.492846,6.924922,5.133124,2.929442,5.492609,NaN,
,NaN,26.593350,35.956046,17.899459,2.544142,3.729737,2.815844,15.401391,
,NaN,NaN,37.523395,1.084463,22.112049,26.872180,14.541320,38.857981,
